date,city,temperature,humidity,condition
2023-12-26,Dallas,-8.3,48,Clear
2023-12-27,Dallas,-2.0,48,Clouds
2023-12-28,Dallas,16.5,50,Clouds
2023-12-29,Dallas,20.0,99,Snow
2023-12-30,Dallas,30.6,75,Fog
2023-12-31,Dallas,4.6,27,Clear
2024-01-01,Dallas,39.3,95,Fog
2024-01-02,Dallas,39.0,87,Clouds
2024-01-03,Dallas,-5.8,20,Fog
2024-01-04,Dallas,27.5,30,Clear
2024-01-05,Dallas,34.6,60,Clouds
2024-01-06,Dallas,-6.0,97,Clouds
2024-01-07,Dallas,-1.1,62,Fog
2024-01-08,Dallas,27.7,76,Drizzle
2024-01-09,Dallas,1.3,21,Clouds
2024-01-10,Dallas,13.9,74,Rain
2024-01-11,Dallas,35.7,48,Rain
2024-01-12,Dallas,19.2,92,Clear
2024-01-13,Dallas,14.8,47,Clear
2024-01-14,Dallas,23.1,82,Fog
2024-01-15,Dallas,-1.2,25,Clouds
2024-01-16,Dallas,-2.8,61,Clear
2024-01-17,Dallas,9.7,80,Thunderstorm
2024-01-18,Dallas,22.3,54,Clouds
2024-01-19,Dallas,4.3,43,Rain
2024-01-20,Dallas,-5.5,84,Snow
2024-01-21,Dallas,14.7,100,Snow
2024-01-22,Dallas,35.8,71,Thunderstorm
2024-01-23,Dallas,20.2,39,Clear
2024-01-24,Dallas,0.2,39,Snow
2024-01-25,Dallas,27.4,34,Clear
2024-01-26,Dallas,30.0,28,Clear
2024-01-27,Dallas,24.0,70,Snow
2024-01-28,Dallas,33.1,98,Clouds
2024-01-29,Dallas,9.6,38,Snow
2024-01-30,Dallas,18.9,86,Snow
2024-01-31,Dallas,37.5,22,Drizzle
2024-02-01,Dallas,-3.0,64,Fog
2024-02-02,Dallas,-8.7,86,Clouds
2024-02-03,Dallas,-3.7,97,Fog
2024-02-04,Dallas,36.5,91,Clear
2024-02-05,Dallas,3.7,86,Clear
2024-02-06,Dallas,24.4,75,Fog
2024-02-07,Dallas,27.5,36,Drizzle
2024-02-08,Dallas,25.7,58,Thunderstorm
2024-02-09,Dallas,21.6,72,Fog
2024-02-10,Dallas,17.2,67,Clouds
2024-02-11,Dallas,-0.5,43,Clouds
2024-02-12,Dallas,22.2,60,Clear
2024-02-13,Dallas,2.6,53,Thunderstorm
2024-02-14,Dallas,28.4,50,Rain
2024-02-15,Dallas,5.6,67,Snow
2024-02-16,Dallas,-8.1,98,Clouds
2024-02-17,Dallas,22.3,68,Snow
2024-02-18,Dallas,28.0,38,Rain
2024-02-19,Dallas,-0.6,62,Rain
2024-02-20,Dallas,-7.1,25,Thunderstorm
2024-02-21,Dallas,36.9,37,Rain
2024-02-22,Dallas,4.5,89,Clear
2024-02-23,Dallas,0.4,26,Clear
2024-02-24,Dallas,4.5,70,Drizzle
2024-02-25,Dallas,23.7,40,Snow
2024-02-26,Dallas,2.6,96,Fog
2024-02-27,Dallas,13.1,21,Thunderstorm
2024-02-28,Dallas,2.4,67,Snow
2024-02-29,Dallas,5.8,53,Fog
2024-03-01,Dallas,-2.4,62,Fog
2024-03-02,Dallas,-4.4,42,Snow
2024-03-03,Dallas,18.7,77,Clouds
2024-03-04,Dallas,1.0,32,Clear
2024-03-05,Dallas,12.8,75,Drizzle
2024-03-06,Dallas,36.1,98,Snow
2024-03-07,Dallas,19.1,56,Rain
2024-03-08,Dallas,-2.3,52,Thunderstorm
2024-03-09,Dallas,33.4,63,Clouds
2024-03-10,Dallas,-1.1,68,Snow
2024-03-11,Dallas,13.6,87,Drizzle
2024-03-12,Dallas,9.4,58,Snow
2024-03-13,Dallas,1.2,80,Drizzle
2024-03-14,Dallas,21.8,35,Rain
2024-03-15,Dallas,-5.3,62,Fog
2024-03-16,Dallas,26.3,33,Clear
2024-03-17,Dallas,30.7,77,Rain
2024-03-18,Dallas,-5.4,69,Fog
2024-03-19,Dallas,14.9,65,Clear
2024-03-20,Dallas,-0.5,83,Fog
2024-03-21,Dallas,23.4,98,Rain
2024-03-22,Dallas,14.6,52,Rain
2024-03-23,Dallas,25.0,59,Fog
2024-03-24,Dallas,12.2,32,Snow
2024-03-25,Dallas,25.7,39,Clear
2024-03-26,Dallas,5.5,89,Fog
2024-03-27,Dallas,2.2,57,Thunderstorm
2024-03-28,Dallas,-0.6,70,Drizzle
2024-03-29,Dallas,37.4,84,Rain
2024-03-30,Dallas,2.7,98,Clouds
2024-03-31,Dallas,1.4,78,Thunderstorm
2024-04-01,Dallas,8.7,57,Clear
2024-04-02,Dallas,-0.8,94,Clouds
2024-04-03,Dallas,-0.4,32,Drizzle
2024-04-04,Dallas,28.4,60,Snow
2024-04-05,Dallas,0.8,100,Thunderstorm
2024-04-06,Dallas,35.8,69,Thunderstorm
2024-04-07,Dallas,-0.9,21,Rain
2024-04-08,Dallas,19.8,88,Clear
2024-04-09,Dallas,26.1,40,Snow
2024-04-10,Dallas,8.2,37,Fog
2024-04-11,Dallas,8.4,99,Snow
2024-04-12,Dallas,36.5,40,Fog
2024-04-13,Dallas,13.8,82,Clouds
2024-04-14,Dallas,13.0,46,Snow
2024-04-15,Dallas,30.8,93,Clear
2024-04-16,Dallas,7.7,86,Rain
2024-04-17,Dallas,3.2,22,Fog
2024-04-18,Dallas,3.4,96,Rain
2024-04-19,Dallas,29.7,92,Clear
2024-04-20,Dallas,-2.4,28,Clouds
2024-04-21,Dallas,12.5,58,Snow
2024-04-22,Dallas,-7.0,27,Fog
2024-04-23,Dallas,26.7,70,Clouds
2024-04-24,Dallas,36.9,28,Fog
2024-04-25,Dallas,6.3,82,Snow
2024-04-26,Dallas,17.3,85,Drizzle
2024-04-27,Dallas,17.9,57,Rain
2024-04-28,Dallas,24.5,85,Fog
2024-04-29,Dallas,8.4,80,Thunderstorm
2024-04-30,Dallas,24.7,75,Rain
2024-05-01,Dallas,38.2,80,Clear
2024-05-02,Dallas,-8.4,31,Thunderstorm
2024-05-03,Dallas,11.7,63,Clear
2024-05-04,Dallas,37.0,41,Clear
2024-05-05,Dallas,36.3,91,Clear
2024-05-06,Dallas,7.5,79,Thunderstorm
2024-05-07,Dallas,15.8,86,Fog
2024-05-08,Dallas,8.6,54,Fog
2024-05-09,Dallas,6.3,27,Fog
2024-05-10,Dallas,-8.7,49,Drizzle
2024-05-11,Dallas,0.5,80,Drizzle
2024-05-12,Dallas,-5.9,60,Fog
2024-05-13,Dallas,-6.6,95,Clear
2024-05-14,Dallas,28.7,97,Clear
2024-05-15,Dallas,17.5,45,Rain
2024-05-16,Dallas,-5.0,30,Snow
2024-05-17,Dallas,27.8,28,Fog
2024-05-18,Dallas,7.8,49,Fog
2024-05-19,Dallas,14.7,25,Drizzle
2024-05-20,Dallas,-7.0,64,Thunderstorm
2024-05-21,Dallas,-4.1,58,Clear
2024-05-22,Dallas,15.9,30,Thunderstorm
2024-05-23,Dallas,25.9,81,Snow
2024-05-24,Dallas,13.6,54,Clouds
2024-05-25,Dallas,11.8,87,Fog
2024-05-26,Dallas,0.8,99,Drizzle
2024-05-27,Dallas,0.7,93,Thunderstorm
2024-05-28,Dallas,-6.9,55,Fog
2024-05-29,Dallas,-7.5,38,Snow
2024-05-30,Dallas,18.9,41,Thunderstorm
2024-05-31,Dallas,-0.7,27,Rain
2024-06-01,Dallas,3.8,50,Fog
2024-06-02,Dallas,32.9,89,Snow
2024-06-03,Dallas,7.1,79,Clear
2024-06-04,Dallas,-2.9,38,Thunderstorm
2024-06-05,Dallas,6.0,82,Clouds
2024-06-06,Dallas,31.6,91,Clouds
2024-06-07,Dallas,-5.9,83,Fog
2024-06-08,Dallas,8.9,43,Drizzle
2024-06-09,Dallas,-8.7,55,Clear
2024-06-10,Dallas,5.5,35,Clouds
2024-06-11,Dallas,-5.4,79,Clouds
2024-06-12,Dallas,22.3,50,Drizzle
2024-06-13,Dallas,-7.5,21,Thunderstorm
2024-06-14,Dallas,2.9,57,Clear
2024-06-15,Dallas,16.3,63,Drizzle
2024-06-16,Dallas,6.6,35,Snow
2024-06-17,Dallas,20.7,43,Fog
2024-06-18,Dallas,30.7,99,Fog
2024-06-19,Dallas,-6.5,52,Snow
2024-06-20,Dallas,31.1,81,Snow
2024-06-21,Dallas,12.6,83,Clear
2024-06-22,Dallas,14.2,59,Clear
2024-06-23,Dallas,25.2,89,Rain
2024-06-24,Dallas,4.8,100,Clouds
2024-06-25,Dallas,-3.6,51,Clouds
2024-06-26,Dallas,32.1,26,Clear
2024-06-27,Dallas,16.0,20,Rain
2024-06-28,Dallas,5.2,81,Snow
2024-06-29,Dallas,14.9,57,Drizzle
2024-06-30,Dallas,31.3,73,Fog
2024-07-01,Dallas,11.9,58,Fog
2024-07-02,Dallas,4.8,94,Rain
2024-07-03,Dallas,1.3,62,Thunderstorm
2024-07-04,Dallas,15.6,71,Drizzle
2024-07-05,Dallas,31.8,89,Drizzle
2024-07-06,Dallas,0.3,61,Snow
2024-07-07,Dallas,2.1,23,Clouds
2024-07-08,Dallas,18.9,28,Thunderstorm
2024-07-09,Dallas,8.4,88,Fog
2024-07-10,Dallas,6.9,26,Snow
2024-07-11,Dallas,37.3,88,Clear
2024-07-12,Dallas,3.9,80,Drizzle
2024-07-13,Dallas,-6.1,73,Drizzle
2024-07-14,Dallas,20.7,77,Fog
2024-07-15,Dallas,18.2,93,Fog
2024-07-16,Dallas,0.6,41,Clear
2024-07-17,Dallas,35.3,53,Clear
2024-07-18,Dallas,14.0,73,Clouds
2024-07-19,Dallas,17.7,20,Clouds
2024-07-20,Dallas,16.8,75,Clear
2024-07-21,Dallas,34.1,22,Snow
2024-07-22,Dallas,14.1,35,Drizzle
2024-07-23,Dallas,0.5,78,Snow
2024-07-24,Dallas,21.2,41,Fog
2024-07-25,Dallas,20.1,32,Thunderstorm
2024-07-26,Dallas,-8.0,69,Clear
2024-07-27,Dallas,25.6,96,Clouds
2024-07-28,Dallas,31.1,39,Clear
2024-07-29,Dallas,18.0,96,Drizzle
2024-07-30,Dallas,-1.3,77,Drizzle
2024-07-31,Dallas,30.6,44,Clear
2024-08-01,Dallas,35.0,72,Clear
2024-08-02,Dallas,19.4,22,Snow
2024-08-03,Dallas,9.6,23,Clear
2024-08-04,Dallas,9.6,54,Fog
2024-08-05,Dallas,20.0,38,Clear
2024-08-06,Dallas,22.8,55,Thunderstorm
2024-08-07,Dallas,-8.9,70,Clouds
2024-08-08,Dallas,31.9,73,Clouds
2024-08-09,Dallas,-0.0,76,Fog
2024-08-10,Dallas,27.5,80,Drizzle
2024-08-11,Dallas,39.0,46,Fog
2024-08-12,Dallas,-3.8,24,Clouds
2024-08-13,Dallas,32.0,99,Clear
2024-08-14,Dallas,5.3,28,Clouds
2024-08-15,Dallas,7.8,83,Rain
2024-08-16,Dallas,20.4,61,Clouds
2024-08-17,Dallas,9.7,97,Rain
2024-08-18,Dallas,2.1,63,Snow
2024-08-19,Dallas,20.0,98,Rain
2024-08-20,Dallas,31.1,25,Thunderstorm
2024-08-21,Dallas,-4.5,43,Fog
2024-08-22,Dallas,29.0,96,Thunderstorm
2024-08-23,Dallas,9.4,25,Drizzle
2024-08-24,Dallas,33.6,65,Fog
2024-08-25,Dallas,-7.9,43,Fog
2024-08-26,Dallas,6.2,77,Drizzle
2024-08-27,Dallas,37.2,73,Snow
2024-08-28,Dallas,29.8,26,Drizzle
2024-08-29,Dallas,12.5,48,Rain
2024-08-30,Dallas,8.7,77,Drizzle
2024-08-31,Dallas,39.1,29,Drizzle
2024-09-01,Dallas,38.9,68,Snow
2024-09-02,Dallas,38.2,56,Clear
2024-09-03,Dallas,36.1,65,Thunderstorm
2024-09-04,Dallas,-8.0,42,Snow
2024-09-05,Dallas,21.9,94,Thunderstorm
2024-09-06,Dallas,15.3,84,Snow
2024-09-07,Dallas,39.3,100,Clear
2024-09-08,Dallas,-3.7,74,Thunderstorm
2024-09-09,Dallas,21.6,81,Clouds
2024-09-10,Dallas,21.9,69,Clouds
2024-09-11,Dallas,7.3,25,Snow
2024-09-12,Dallas,10.0,85,Thunderstorm
2024-09-13,Dallas,26.6,24,Clouds
2024-09-14,Dallas,6.8,38,Snow
2024-09-15,Dallas,26.5,65,Snow
2024-09-16,Dallas,14.2,85,Rain
2024-09-17,Dallas,18.4,70,Rain
2024-09-18,Dallas,29.7,50,Snow
2024-09-19,Dallas,-7.7,97,Clouds
2024-09-20,Dallas,6.5,96,Thunderstorm
2024-09-21,Dallas,24.7,97,Clear
2024-09-22,Dallas,14.3,63,Snow
2024-09-23,Dallas,16.6,28,Clouds
2024-09-24,Dallas,13.6,62,Rain
2024-09-25,Dallas,5.1,90,Rain
2024-09-26,Dallas,-5.6,69,Clear
2024-09-27,Dallas,38.4,39,Clouds
2024-09-28,Dallas,14.7,54,Clouds
2024-09-29,Dallas,24.0,42,Snow
2024-09-30,Dallas,-9.9,52,Drizzle
2024-10-01,Dallas,19.6,48,Clouds
2024-10-02,Dallas,25.1,40,Clouds
2024-10-03,Dallas,4.8,85,Fog
2024-10-04,Dallas,-8.8,90,Rain
2024-10-05,Dallas,37.1,52,Snow
2024-10-06,Dallas,26.5,100,Thunderstorm
2024-10-07,Dallas,-3.4,94,Clouds
2024-10-08,Dallas,-3.9,65,Rain
2024-10-09,Dallas,30.6,95,Drizzle
2024-10-10,Dallas,6.3,95,Thunderstorm
2024-10-11,Dallas,-7.0,24,Clouds
2024-10-12,Dallas,22.5,83,Clear
2024-10-13,Dallas,10.7,90,Snow
2024-10-14,Dallas,29.4,69,Fog
2024-10-15,Dallas,-3.4,57,Rain
2024-10-16,Dallas,-6.7,57,Clouds
2024-10-17,Dallas,23.1,98,Thunderstorm
2024-10-18,Dallas,39.3,22,Clear
2024-10-19,Dallas,21.2,91,Drizzle
2024-10-20,Dallas,-6.6,67,Rain
2024-10-21,Dallas,14.4,99,Snow
2024-10-22,Dallas,27.1,64,Thunderstorm
2024-10-23,Dallas,10.1,68,Clouds
2024-10-24,Dallas,1.9,76,Clear
2024-10-25,Dallas,27.6,67,Clouds
2024-10-26,Dallas,25.0,87,Clear
2024-10-27,Dallas,-6.5,72,Fog
2024-10-28,Dallas,3.5,64,Snow
2024-10-29,Dallas,-0.7,34,Thunderstorm
2024-10-30,Dallas,14.5,96,Snow
2024-10-31,Dallas,4.6,62,Clear
2024-11-01,Dallas,2.6,57,Drizzle
2024-11-02,Dallas,15.8,39,Drizzle
2024-11-03,Dallas,37.0,59,Clouds
2024-11-04,Dallas,-3.4,98,Fog
2024-11-05,Dallas,-1.8,93,Fog
2024-11-06,Dallas,1.3,44,Thunderstorm
2024-11-07,Dallas,35.5,66,Clouds
2024-11-08,Dallas,13.6,58,Rain
2024-11-09,Dallas,22.1,77,Snow
2024-11-10,Dallas,16.5,47,Thunderstorm
2024-11-11,Dallas,-6.9,38,Rain
2024-11-12,Dallas,2.7,47,Rain
2024-11-13,Dallas,1.6,32,Clouds
2024-11-14,Dallas,-6.3,91,Drizzle
2024-11-15,Dallas,11.2,57,Snow
2024-11-16,Dallas,39.9,73,Fog
2024-11-17,Dallas,13.9,69,Drizzle
2024-11-18,Dallas,35.4,38,Rain
2024-11-19,Dallas,19.9,26,Rain
2024-11-20,Dallas,9.0,81,Clear
2024-11-21,Dallas,8.0,34,Rain
2024-11-22,Dallas,18.9,85,Fog
2024-11-23,Dallas,26.1,58,Clouds
2024-11-24,Dallas,23.8,79,Drizzle
2024-11-25,Dallas,12.7,45,Rain
2024-11-26,Dallas,31.5,86,Rain
2024-11-27,Dallas,35.2,61,Clear
2024-11-28,Dallas,34.7,91,Drizzle
2024-11-29,Dallas,4.7,88,Rain
2024-11-30,Dallas,7.2,97,Drizzle
2024-12-01,Dallas,24.5,30,Fog
2024-12-02,Dallas,25.3,97,Clouds
2024-12-03,Dallas,6.5,52,Fog
2024-12-04,Dallas,31.2,40,Snow
2024-12-05,Dallas,8.3,40,Thunderstorm
2024-12-06,Dallas,-6.3,25,Fog
2024-12-07,Dallas,4.3,95,Drizzle
2024-12-08,Dallas,3.5,90,Fog
2024-12-09,Dallas,-4.7,38,Snow
2024-12-10,Dallas,25.4,96,Thunderstorm
2024-12-11,Dallas,6.3,42,Drizzle
2024-12-12,Dallas,-9.4,41,Fog
2024-12-13,Dallas,5.6,22,Snow
2024-12-14,Dallas,30.7,88,Clouds
2024-12-15,Dallas,6.9,49,Drizzle
2024-12-16,Dallas,17.9,20,Fog
2024-12-17,Dallas,28.2,95,Clear
2024-12-18,Dallas,31.7,74,Snow
2024-12-19,Dallas,3.3,82,Clear
2024-12-20,Dallas,-4.9,52,Fog
2024-12-21,Dallas,24.2,25,Clouds
2024-12-22,Dallas,29.7,30,Fog
2024-12-23,Dallas,-9.7,39,Drizzle
2024-12-24,Dallas,29.8,55,Fog
2024-12-25,Dallas,38.4,77,Rain
2024-12-26,Dallas,17.5,27,Thunderstorm
2024-12-27,Dallas,-5.6,68,Thunderstorm
2024-12-28,Dallas,38.8,73,Drizzle
2024-12-29,Dallas,38.7,74,Clear
2024-12-30,Dallas,22.0,80,Snow
2024-12-31,Dallas,4.3,69,Fog
2025-01-01,Dallas,5.1,76,Fog
2025-01-02,Dallas,15.3,75,Rain
2025-01-03,Dallas,20.6,100,Rain
2025-01-04,Dallas,22.7,97,Fog
2025-01-05,Dallas,33.8,40,Clear
2025-01-06,Dallas,14.2,60,Thunderstorm
2025-01-07,Dallas,9.3,37,Clear
2025-01-08,Dallas,-7.8,23,Snow
2025-01-09,Dallas,19.8,69,Rain
2025-01-10,Dallas,34.6,60,Clouds
2025-01-11,Dallas,33.4,69,Clear
2025-01-12,Dallas,-8.7,48,Clear
2025-01-13,Dallas,3.3,77,Drizzle
2025-01-14,Dallas,37.5,45,Rain
2025-01-15,Dallas,21.3,37,Rain
2025-01-16,Dallas,4.6,53,Snow
2025-01-17,Dallas,22.7,40,Rain
2025-01-18,Dallas,20.4,21,Clear
2025-01-19,Dallas,34.0,44,Drizzle
2025-01-20,Dallas,2.3,22,Snow
2025-01-21,Dallas,7.8,50,Drizzle
2025-01-22,Dallas,8.8,31,Thunderstorm
2025-01-23,Dallas,7.0,28,Drizzle
2025-01-24,Dallas,9.4,95,Rain
2025-01-25,Dallas,22.5,21,Clear
2025-01-26,Dallas,18.1,85,Drizzle
2025-01-27,Dallas,36.6,91,Rain
2025-01-28,Dallas,12.3,85,Snow
2025-01-29,Dallas,17.2,98,Clear
2025-01-30,Dallas,36.1,78,Drizzle
2025-01-31,Dallas,-0.6,66,Snow
2025-02-01,Dallas,-6.6,80,Clear
2025-02-02,Dallas,15.6,53,Clouds
2025-02-03,Dallas,10.9,57,Clouds
2025-02-04,Dallas,19.5,53,Snow
2025-02-05,Dallas,15.8,87,Fog
2025-02-06,Dallas,7.3,83,Clouds
2025-02-07,Dallas,17.0,95,Drizzle
2025-02-08,Dallas,16.1,49,Thunderstorm
2025-02-09,Dallas,-6.1,91,Drizzle
2025-02-10,Dallas,6.1,27,Clear
2025-02-11,Dallas,4.3,98,Snow
2025-02-12,Dallas,31.8,77,Fog
2025-02-13,Dallas,25.3,67,Thunderstorm
2025-02-14,Dallas,-9.5,84,Rain
2025-02-15,Dallas,2.9,70,Rain
2025-02-16,Dallas,15.3,39,Drizzle
2025-02-17,Dallas,11.4,90,Snow
2025-02-18,Dallas,26.9,68,Thunderstorm
2025-02-19,Dallas,-10.0,79,Thunderstorm
2025-02-20,Dallas,-5.0,27,Clouds
2025-02-21,Dallas,3.9,66,Rain
2025-02-22,Dallas,39.8,78,Drizzle
2025-02-23,Dallas,28.1,21,Snow
2025-02-24,Dallas,26.0,24,Rain
2025-02-25,Dallas,-2.5,24,Fog
2025-02-26,Dallas,6.7,62,Clear
2025-02-27,Dallas,-1.7,32,Rain
2025-02-28,Dallas,16.5,31,Clear
2025-03-01,Dallas,28.6,48,Thunderstorm
2025-03-02,Dallas,-8.6,70,Rain
2025-03-03,Dallas,38.7,36,Clear
2025-03-04,Dallas,14.8,61,Drizzle
2025-03-05,Dallas,19.3,76,Clear
2025-03-06,Dallas,36.7,48,Fog
2025-03-07,Dallas,-8.2,55,Rain
2025-03-08,Dallas,4.0,93,Clouds
2025-03-09,Dallas,12.3,96,Rain
2025-03-10,Dallas,-3.8,92,Rain
2025-03-11,Dallas,-2.0,25,Drizzle
2025-03-12,Dallas,30.3,62,Clouds
2025-03-13,Dallas,16.9,74,Thunderstorm
2025-03-14,Dallas,39.9,46,Snow
2025-03-15,Dallas,21.2,59,Clear
2025-03-16,Dallas,22.1,70,Rain
2025-03-17,Dallas,8.5,88,Snow
2025-03-18,Dallas,10.9,30,Clear
2025-03-19,Dallas,26.8,59,Fog
2025-03-20,Dallas,4.1,39,Snow
2025-03-21,Dallas,6.2,42,Snow
2025-03-22,Dallas,30.3,73,Fog
2025-03-23,Dallas,5.7,42,Rain
2025-03-24,Dallas,30.3,63,Rain
2025-03-25,Dallas,8.9,78,Clear
2025-03-26,Dallas,28.1,20,Snow
2025-03-27,Dallas,10.3,83,Rain
2025-03-28,Dallas,23.3,50,Fog
2025-03-29,Dallas,-5.5,23,Rain
2025-03-30,Dallas,-1.7,68,Drizzle
2025-03-31,Dallas,24.8,86,Clear
2025-04-01,Dallas,-4.7,23,Thunderstorm
2025-04-02,Dallas,39.1,54,Thunderstorm
2025-04-03,Dallas,35.2,89,Snow
2025-04-04,Dallas,-3.2,67,Thunderstorm
2025-04-05,Dallas,-4.7,29,Rain
2025-04-06,Dallas,32.0,27,Drizzle
2025-04-07,Dallas,6.5,73,Clouds
2025-04-08,Dallas,38.9,90,Thunderstorm
2025-04-09,Dallas,4.8,64,Fog
2025-04-10,Dallas,30.6,33,Clouds
2025-04-11,Dallas,27.5,22,Clouds
2025-04-12,Dallas,25.5,67,Drizzle
2025-04-13,Dallas,14.9,98,Clear
2025-04-14,Dallas,34.7,43,Drizzle
2025-04-15,Dallas,36.8,72,Fog
2025-04-16,Dallas,3.6,96,Clear
2025-04-17,Dallas,17.2,20,Fog
2025-04-18,Dallas,17.1,75,Fog
2025-04-19,Dallas,-2.8,77,Clouds
2025-04-20,Dallas,34.7,46,Snow
2025-04-21,Dallas,15.4,63,Clear
2025-04-22,Dallas,13.0,25,Drizzle
2025-04-23,Dallas,5.4,48,Drizzle
2025-04-24,Dallas,6.7,32,Clear
2025-04-25,Dallas,28.0,48,Fog
2025-04-26,Dallas,25.0,51,Drizzle
2025-04-27,Dallas,5.6,48,Rain
2025-04-28,Dallas,-4.5,45,Fog
2025-04-29,Dallas,-10.0,66,Clear
2025-04-30,Dallas,5.6,36,Snow
2025-05-01,Dallas,3.1,79,Fog
2025-05-02,Dallas,11.9,52,Rain
2025-05-03,Dallas,-4.8,58,Drizzle
2025-05-04,Dallas,12.1,31,Clouds
2025-05-05,Dallas,-7.2,59,Clear
2025-05-06,Dallas,4.0,48,Clouds
2025-05-07,Dallas,34.1,62,Clouds
2025-05-08,Dallas,-4.6,39,Rain
2025-05-09,Dallas,21.6,91,Snow
2025-05-10,Dallas,32.8,36,Rain
2025-05-11,Dallas,18.8,98,Rain
2025-05-12,Dallas,-7.8,91,Clear
2025-05-13,Dallas,11.1,52,Thunderstorm
2025-05-14,Dallas,38.8,64,Thunderstorm
2025-05-15,Dallas,30.4,88,Snow
2025-05-16,Dallas,8.3,54,Snow
2025-05-17,Dallas,-0.4,64,Rain
2025-05-18,Dallas,35.9,88,Snow
2025-05-19,Dallas,16.7,72,Drizzle
2025-05-20,Dallas,-2.6,38,Fog
2025-05-21,Dallas,37.5,58,Clear
2025-05-22,Dallas,19.8,21,Clouds
2025-05-23,Dallas,37.9,72,Drizzle
2025-05-24,Dallas,21.7,57,Clouds
2025-05-25,Dallas,6.5,66,Fog
2025-05-26,Dallas,-7.6,91,Rain
2025-05-27,Dallas,25.6,69,Clear
2025-05-28,Dallas,36.8,26,Drizzle
2025-05-29,Dallas,-9.2,74,Snow
2025-05-30,Dallas,7.8,29,Clouds
2025-05-31,Dallas,1.1,61,Rain
2025-06-01,Dallas,19.9,56,Thunderstorm
2025-06-02,Dallas,3.2,55,Drizzle
2025-06-03,Dallas,36.0,83,Snow
2025-06-04,Dallas,4.7,44,Clear
2025-06-05,Dallas,38.8,96,Snow
2025-06-06,Dallas,29.0,94,Clouds
2025-06-07,Dallas,30.9,85,Clouds
2025-06-08,Dallas,27.9,22,Drizzle
2025-06-09,Dallas,8.0,96,Clouds
2025-06-10,Dallas,35.8,39,Rain
2025-06-11,Dallas,21.6,43,Fog
2025-06-12,Dallas,38.4,71,Fog
2025-06-13,Dallas,27.4,41,Clear
2025-06-14,Dallas,38.8,56,Rain
2025-06-15,Dallas,4.7,40,Drizzle
2025-06-16,Dallas,9.7,20,Drizzle
2025-06-17,Dallas,3.9,79,Rain
2025-06-18,Dallas,30.4,92,Snow
2025-06-19,Dallas,-2.2,38,Drizzle
2025-06-20,Dallas,-3.9,73,Clear
2025-06-21,Dallas,33.5,60,Snow
2025-06-22,Dallas,32.6,95,Fog
2025-06-23,Dallas,1.6,38,Clouds
2025-06-24,Dallas,24.8,45,Rain
2025-06-25,Dallas,17.7,71,Fog
2025-06-26,Dallas,26.7,77,Thunderstorm
2025-06-27,Dallas,26.9,85,Clouds
2025-06-28,Dallas,40.0,38,Thunderstorm
2025-06-29,Dallas,38.1,75,Clouds
2025-06-30,Dallas,38.6,43,Clear
2025-07-01,Dallas,36.1,89,Clouds
2025-07-02,Dallas,8.5,90,Drizzle
2025-07-03,Dallas,9.8,49,Clouds
2025-07-04,Dallas,23.2,26,Snow
2025-07-05,Dallas,-0.4,75,Fog
2025-07-06,Dallas,32.7,73,Snow
2025-07-07,Dallas,-7.5,28,Snow
2025-07-08,Dallas,21.3,80,Rain
2025-07-09,Dallas,29.3,67,Rain
2025-07-10,Dallas,-0.7,73,Snow
2025-07-11,Dallas,34.7,80,Thunderstorm
2025-07-12,Dallas,6.3,47,Clouds
2025-07-13,Dallas,3.5,86,Snow
2025-07-14,Dallas,19.4,92,Fog
2025-07-15,Dallas,-7.7,63,Thunderstorm
2025-07-16,Dallas,0.5,22,Rain
2025-07-17,Dallas,-0.9,77,Snow
2025-07-18,Dallas,15.9,79,Clouds
2025-07-19,Dallas,22.0,20,Drizzle
2025-07-20,Dallas,22.2,93,Drizzle
2025-07-21,Dallas,11.3,55,Clouds
2025-07-22,Dallas,-0.0,21,Clear
2025-07-23,Dallas,-4.7,60,Snow
2025-07-24,Dallas,30.5,60,Snow
2025-07-25,Dallas,-1.3,85,Rain
2025-07-26,Dallas,3.6,42,Fog
2025-07-27,Dallas,14.8,27,Clear
2025-07-28,Dallas,15.1,75,Snow
2025-07-29,Dallas,32.1,81,Thunderstorm
2025-07-30,Dallas,17.2,54,Snow
2025-07-31,Dallas,-7.5,65,Clouds
2025-08-01,Dallas,-5.8,70,Rain
2025-08-02,Dallas,9.7,71,Drizzle
2025-08-03,Dallas,-9.5,42,Snow
2025-08-04,Dallas,5.2,68,Clouds
2025-08-05,Dallas,38.9,77,Clear
2025-08-06,Dallas,34.1,30,Clouds
2025-08-07,Dallas,31.5,45,Clouds
2025-08-08,Dallas,30.9,80,Drizzle
2025-08-09,Dallas,19.7,51,Clear
2025-08-10,Dallas,15.2,21,Thunderstorm
2025-08-11,Dallas,38.9,80,Thunderstorm
2025-08-12,Dallas,4.6,57,Thunderstorm
2025-08-13,Dallas,3.8,70,Clouds
2025-08-14,Dallas,1.5,87,Thunderstorm
2025-08-15,Dallas,34.1,67,Drizzle
2025-08-16,Dallas,18.8,85,Clouds
2025-08-17,Dallas,14.1,47,Rain
2025-08-18,Dallas,1.4,71,Drizzle
2025-08-19,Dallas,5.9,73,Clear
2025-08-20,Dallas,2.8,73,Snow
2025-08-21,Dallas,2.8,92,Clouds
2025-08-22,Dallas,39.5,92,Rain
