city,date,temperature,humidity,conditions,wind_speed,pressure,feels_like,temp_min,temp_max,wind_direction,wind_gust,visibility,cloud_cover,rain,snow,rain_1h,rain_3h,snow_1h,snow_3h,weather_main,weather_id,weather_icon,uv_index,air_quality_index,air_quality_description,latitude,longitude,heat_index,wind_chill,dew_point,precipitation_probability,weather_comfort_score
Seattle,2023-08-23,14.3,61,Cloudy,6.3,1022.0,16.3,12.3,19.3,182,7.3,11075,43,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,3,Poor,47.598542638383684,-122.34130588902964,,,4.5,77.1,46.9
Los Angeles,2023-08-24,35,75,Cloudy,4.5,1027.5,33,30,41,266,9.5,8604,38,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,2,Moderate,34.056156356565744,-118.24021903468952,37.6,,27.0,75.6,56.9
Miami,2023-08-24,30.3,71,Stormy,3.2,1028.4,30.3,28.3,35.3,82,7.2,11554,100,5.63,0.0,5.63,16.88,0.0,,Stormy,200,11d,5,1,Poor,25.768155644521865,-80.18181638083783,30.8,,18.1,27.5,45.4
New York,2023-08-24,25,57,Sunny,3.7,1015.7,25,19,28,275,5.7,19243,24,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Poor,40.72144121582664,-74.00077022163,26.2,,16.2,55.1,48.3
Phoenix,2023-08-24,45,47,Sunny,5.0,1023.5,48,42,50,63,8.0,12068,10,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,3,Poor,33.44061495799294,-112.07312206008997,48.8,,34.5,67.9,63.1
Seattle,2023-08-24,20,68,Rainy,5.0,1009.8,18,14,24,132,8.0,19418,36,2.8,0.0,2.8,8.41,0.0,,Rainy,500,10d,3,4,Good,47.59632947155784,-122.3247336144765,,,11.5,68.8,34.1
Los Angeles,2023-08-25,28.3,60,Rainy,3.6,1035,27.3,22.3,33.3,245,6.6,18255,36,0.39,0.0,0.39,1.17,0.0,,Rainy,500,10d,1,5,Good,34.04797623362524,-118.2424364052492,29.2,,18.3,67.5,66.7
Miami,2023-08-25,27.3,60,Stormy,4.1,1030.2,24.3,22.3,31.3,339,9.1,12046,58,7.02,0.0,7.02,21.07,0.0,,Stormy,200,11d,5,3,Good,25.75479273631765,-80.19337130349453,30.8,,20.3,24.2,81.2
New York,2023-08-25,25,62,Sunny,2.9,1028.5,27,20,31,287,5.9,15362,46,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,2,Moderate,40.71013335568464,-74.00096302105499,27.8,,15.7,48.6,70.6
Phoenix,2023-08-25,36.4,38,Sunny,3.7,1020.8,33.4,32.4,41.4,156,5.7,13370,20,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,1,Poor,33.43935818776148,-112.07154804467142,37.5,,28.5,13.4,90.5
Seattle,2023-08-25,20,71,Sunny,4.3,1023.8,18,17,24,230,4.3,13300,46,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,3,Moderate,47.59621190674665,-122.33905886844562,,,9.5,51.4,38.3
Los Angeles,2023-08-26,27.3,71,Rainy,4.2,1027.3,29.3,21.3,31.3,87,4.2,10817,91,7.06,0.0,7.06,21.19,0.0,,Rainy,500,10d,5,5,Moderate,34.05790115298618,-118.2361129375312,32.1,,15.4,19.8,84.6
Miami,2023-08-26,38.3,79,Stormy,2.7,1027.0,35.3,36.3,42.3,235,2.7,12851,88,0.16,0.0,0.16,0.47,0.0,,Stormy,200,11d,2,1,Poor,25.769596063630896,-80.1962487631871,42.9,,32.2,19.8,74.2
New York,2023-08-26,14.6,70,Sunny,4.1,1028.6,11.6,8.6,20.6,115,4.1,10653,68,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,4,Moderate,40.70840212723087,-74.00202706356384,,,3.9,36.3,65.7
Phoenix,2023-08-26,42.4,33,Cloudy,5.3,1014.3,45.4,39.4,46.4,335,7.3,17265,41,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,1,Moderate,33.44111706669741,-112.07875065152277,44.6,,27.6,64.2,37.9
Seattle,2023-08-26,10.4,69,Sunny,6.3,1011.0,9.4,6.4,13.4,11,11.3,16829,25,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,2,Poor,47.59694738339841,-122.32328995298785,,,-2.6,65.4,82.8
Los Angeles,2023-08-27,28.3,73,Cloudy,2.8,1032.0,29.3,25.3,34.3,328,3.8,9797,29,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,5,Poor,34.05498769152482,-118.24473188347865,30.5,,19.5,58.3,39.3
Miami,2023-08-27,31.3,86,Rainy,1.7,1033.1,29.3,26.3,33.3,170,5.7,5494,0,0.37,0.0,0.37,1.1,0.0,,Rainy,500,10d,4,3,Poor,25.75643678822566,-80.18454657896415,33.9,,18.5,64.2,78.1
New York,2023-08-27,21.7,69,Rainy,6.0,1012.5,18.7,18.7,24.7,189,8.0,8671,8,7.61,0.0,7.61,22.83,0.0,,Rainy,500,10d,6,2,Moderate,40.70618578479617,-73.99799149753164,23.0,,8.9,73.3,38.1
Phoenix,2023-08-27,45,37,Sunny,3.8,1014.5,48,43,49,231,3.8,12945,100,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Moderate,33.4534266994176,-112.08384499347584,45.1,,38.1,37.7,62.1
Seattle,2023-08-27,19.4,70,Rainy,3.8,1025.1,17.4,14.4,21.4,166,5.8,12644,87,6.67,0.0,6.67,20.01,0.0,,Rainy,500,10d,2,2,Good,47.61407108648696,-122.33675145981327,,,4.9,29.8,31.4
Los Angeles,2023-08-28,34.3,87,Sunny,3.6,1028.8,35.3,30.3,38.3,50,6.6,6763,19,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,3,Fair,34.04622160188829,-118.24085074637391,35.2,,25.7,76.0,59.6
Miami,2023-08-28,28.3,68,Stormy,3.8,1028.0,26.3,26.3,33.3,197,7.8,18356,89,2.75,0.0,2.75,8.24,0.0,,Stormy,200,11d,7,4,Good,25.754048813987197,-80.20167273770363,32.4,,14.6,45.5,75.4
New York,2023-08-28,25,58,Sunny,3.1,1022.0,22,23,27,127,3.1,10314,65,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,5,Moderate,40.70317611041585,-74.01360209746507,26.3,,17.2,44.7,39.3
Phoenix,2023-08-28,45,34,Sunny,5.4,1023.5,48,43,48,163,8.4,9927,19,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Good,33.44057765835153,-112.07624237261713,48.8,,34.0,12.6,85.1
Seattle,2023-08-28,18.4,62,Cloudy,4.6,1028.8,18.4,14.4,21.4,171,6.6,11716,99,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,4,Poor,47.59773465366892,-122.32750318279706,,,10.0,51.9,57.6
Los Angeles,2023-08-29,35,81,Stormy,1.9,1020.8,35,30,38,273,2.9,6898,35,1.17,0.0,1.17,3.51,0.0,,Stormy,200,11d,6,3,Good,34.04675664344182,-118.25043878728876,36.3,,25.4,33.2,57.5
Miami,2023-08-29,30.3,82,Stormy,1.1,1035,32.3,24.3,34.3,255,6.1,16601,89,7.91,0.0,7.91,23.72,0.0,,Stormy,200,11d,6,3,Moderate,25.757699887140916,-80.19069733876276,33.0,,19.9,47.4,38.1
New York,2023-08-29,14.7,72,Rainy,3.0,1016.4,13.7,10.7,20.7,334,4.0,17308,71,6.64,0.0,6.64,19.93,0.0,,Rainy,500,10d,11,1,Moderate,40.7100210984498,-74.0150844297263,,,2.0,75.4,68.9
Phoenix,2023-08-29,45,46,Cloudy,4.6,1021.4,44,42,47,204,9.6,13771,18,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,4,Moderate,33.44758963742088,-112.06944898291623,46.5,,37.6,79.5,90.1
Seattle,2023-08-29,18.4,63,Sunny,5.4,1015.5,20.4,16.4,20.4,161,8.4,18726,16,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,4,Moderate,47.59730998229867,-122.32651516860173,,,7.3,17.6,86.4
Los Angeles,2023-08-30,26.3,74,Sunny,1.0,1026.3,26.3,23.3,31.3,314,5.0,10063,89,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Poor,34.05246567249691,-118.24224196176888,27.9,,19.5,25.2,32.3
Miami,2023-08-30,28.3,69,Sunny,1.9,1031.2,29.3,26.3,34.3,36,5.9,18572,93,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Good,25.7641750175069,-80.19571800197954,30.9,,22.5,36.7,35.1
New York,2023-08-30,13.8,57,Sunny,4.2,1011.3,12.8,7.8,18.8,224,4.2,11197,55,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,3,Poor,40.71230171226647,-74.00780415273174,,,-0.1,79.0,94.6
Phoenix,2023-08-30,45,39,Sunny,6.0,1022.5,45,43,51,114,7.0,13953,52,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,1,Moderate,33.44425423278814,-112.08079699847812,45.2,,34.8,78.4,44.4
Seattle,2023-08-30,11.5,70,Sunny,2.8,1018.3,8.5,8.5,14.5,141,4.8,5021,25,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,4,Moderate,47.59842229467866,-122.32400363820494,,,-1.8,79.3,38.0
Los Angeles,2023-08-31,35,82,Cloudy,1.4,1033.4,34,33,37,301,1.4,15640,5,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,5,Fair,34.04432585998989,-118.24497512696179,36.4,,28.6,37.3,75.0
Miami,2023-08-31,32.3,82,Rainy,3.8,1035,35.3,26.3,38.3,331,6.8,12918,0,0.49,0.0,0.49,1.46,0.0,,Rainy,500,10d,1,3,Fair,25.758031661057572,-80.19668644918748,36.4,,24.2,67.5,94.7
New York,2023-08-31,20.8,68,Sunny,3.1,1024.6,20.8,15.8,23.8,242,5.1,17616,70,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,2,Good,40.7031154461351,-74.0134649781048,24.1,,10.4,31.1,38.3
Phoenix,2023-08-31,35.5,39,Sunny,4.0,1007.3,33.5,32.5,41.5,341,4.0,13205,28,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,5,Poor,33.44001422992256,-112.07856270938821,37.0,,29.5,72.8,77.8
Seattle,2023-08-31,13.5,61,Rainy,4.1,1029.3,10.5,8.5,19.5,320,8.1,14885,14,5.99,0.0,5.99,17.98,0.0,,Rainy,500,10d,4,3,Poor,47.611970435967905,-122.33599888142778,,,3.4,36.0,77.2
Los Angeles,2023-09-01,23.3,74,Sunny,3.7,1023.3,23.3,21.3,26.3,197,6.7,18561,67,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,5,Poor,34.04569917538826,-118.23495375332512,25.6,,16.4,62.8,67.4
Miami,2023-09-01,27.3,74,Sunny,4.9,1028.1,28.3,24.3,30.3,59,8.9,17145,86,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Poor,25.769681995684774,-80.18210999581339,29.9,,21.8,37.0,78.5
New York,2023-09-01,15.9,75,Cloudy,3.4,1014.5,13.9,11.9,17.9,224,7.4,5259,50,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,3,Moderate,40.70851443591323,-74.00785874487025,,,4.1,77.2,46.2
Phoenix,2023-09-01,38.5,47,Cloudy,6.5,1014.3,37.5,34.5,43.5,71,7.5,18595,72,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,1,Fair,33.45665484133477,-112.06815273783191,42.5,,26.8,50.3,42.7
Seattle,2023-09-01,20,56,Rainy,5.6,1010.0,19,16,22,52,10.6,16403,54,6.36,0.0,6.36,19.09,0.0,,Rainy,500,10d,9,4,Good,47.603069063444785,-122.32540265073263,,,7.7,70.6,66.6
Los Angeles,2023-09-02,29.3,66,Rainy,1.4,1033.4,26.3,26.3,32.3,242,1.4,14556,97,7.91,0.0,7.91,23.73,0.0,,Rainy,500,10d,11,5,Moderate,34.046498299390024,-118.23453129516615,34.0,,14.5,34.1,73.0
Miami,2023-09-02,32.3,90,Cloudy,4.4,1020.0,34.3,26.3,36.3,314,4.4,6680,41,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,5,Fair,25.769916050014018,-80.19098092349194,35.2,,20.6,76.4,58.3
New York,2023-09-02,14.9,74,Sunny,6.4,1023.4,12.9,11.9,19.9,317,8.4,6817,60,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,1,Fair,40.7159302061479,-74.01430565605011,,,2.2,64.7,88.4
Phoenix,2023-09-02,36.5,44,Cloudy,6.3,1016.1,36.5,32.5,38.5,258,7.3,18265,29,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,2,Moderate,33.44735150633953,-112.06663231146467,39.3,,29.0,71.3,42.3
Seattle,2023-09-02,15.5,76,Sunny,2.9,1016.0,16.5,9.5,20.5,227,5.9,19034,9,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,2,Poor,47.601510470781044,-122.33305097406713,,,1.3,37.4,51.6
Los Angeles,2023-09-03,24.3,70,Cloudy,4.5,1025.7,22.3,22.3,28.3,138,7.5,5102,45,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,4,Moderate,34.05429791239466,-118.23540901445602,28.6,,18.4,41.4,87.1
Miami,2023-09-03,36.3,86,Rainy,1.7,1035,35.3,31.3,41.3,181,5.7,13646,42,6.39,0.0,6.39,19.17,0.0,,Rainy,500,10d,10,3,Fair,25.76525295353479,-80.19146882440606,37.5,,28.5,25.2,69.2
New York,2023-09-03,21.9,61,Sunny,3.1,1013.4,21.9,19.9,25.9,318,6.1,8244,14,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Poor,40.715568032897465,-74.01514508405204,24.5,,9.7,55.6,80.9
Phoenix,2023-09-03,45,43,Cloudy,4.1,1016.8,44,39,50,295,4.1,15834,46,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,5,Poor,33.451981988727525,-112.07892760650707,46.8,,36.9,61.5,54.0
Seattle,2023-09-03,15.6,71,Sunny,6.1,1025.5,12.6,12.6,18.6,93,9.1,8284,44,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,2,Good,47.59748155806665,-122.33926317137504,,,3.1,60.7,70.7
Los Angeles,2023-09-04,26.4,74,Sunny,3.1,1035,24.4,23.4,31.4,275,7.1,6798,54,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Poor,34.05904896070081,-118.24733640397392,28.7,,17.2,10.8,84.9
Miami,2023-09-04,34.4,79,Stormy,4.4,1031.8,36.4,31.4,37.4,335,7.4,13290,47,2.62,0.0,2.62,7.86,0.0,,Stormy,200,11d,4,1,Fair,25.752804175922915,-80.18934247680585,35.2,,26.2,59.2,32.4
New York,2023-09-04,22.0,75,Rainy,5.8,1026.5,23.0,20.0,28.0,256,5.8,14918,25,7.49,0.0,7.49,22.47,0.0,,Rainy,500,10d,5,5,Fair,40.71192382529483,-74.00887031620219,25.2,,8.3,65.3,49.0
Phoenix,2023-09-04,37.5,46,Sunny,4.0,1007.2,36.5,34.5,39.5,11,6.0,6833,82,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Moderate,33.4565225800505,-112.06756813435598,39.9,,27.2,38.9,73.8
Seattle,2023-09-04,18.6,69,Rainy,5.0,1017.9,16.6,14.6,24.6,197,8.0,19256,63,2.24,0.0,2.24,6.73,0.0,,Rainy,500,10d,5,5,Moderate,47.596789569069045,-122.32245268973922,,,5.4,38.2,89.7
Los Angeles,2023-09-05,35,80,Cloudy,1.6,1030.5,32,31,41,195,2.6,9660,8,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,1,4,Moderate,34.05051280096863,-118.24543782581547,38.4,,20.0,35.0,90.8
Miami,2023-09-05,28.4,74,Sunny,2.3,1025.2,26.4,23.4,34.4,315,3.3,17382,23,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Moderate,25.755409468291234,-80.18705034076022,29.5,,18.7,17.8,75.6
New York,2023-09-05,25,76,Sunny,3.5,1026.2,24,19,27,106,6.5,12429,1,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,1,Fair,40.7088329220177,-74.00221117285233,25.7,,13.9,52.1,31.5
Phoenix,2023-09-05,41.6,46,Sunny,3.8,1008.9,42.6,35.6,44.6,111,5.8,9811,64,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,2,Good,33.45466503907808,-112.07306632198087,45.7,,33.9,58.7,50.4
Seattle,2023-09-05,20,63,Cloudy,2.7,1027.8,21,16,23,170,2.7,11758,17,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,4,Poor,47.614654011172185,-122.32626995639636,,,5.1,32.7,34.5
Los Angeles,2023-09-06,28.4,63,Cloudy,2.8,1031.3,28.4,24.4,31.4,46,3.8,7397,58,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,4,Fair,34.0559324963493,-118.2362633278577,31.4,,14.3,26.9,67.8
Miami,2023-09-06,40,87,Sunny,3.8,1035,39,37,44,39,7.8,12007,100,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,4,Fair,25.760161447679696,-80.19170992655883,44.9,,29.2,24.0,33.8
New York,2023-09-06,21.0,76,Sunny,2.9,1014.6,23.0,17.0,23.0,282,6.9,15630,11,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,4,Good,40.70494572571528,-74.0147543151987,22.7,,15.2,19.4,53.8
Phoenix,2023-09-06,40.6,40,Sunny,4.3,1020.5,41.6,38.6,42.6,80,5.3,12423,57,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,5,Poor,33.45459223493546,-112.07884032397156,44.3,,33.2,34.0,68.9
Seattle,2023-09-06,20,59,Cloudy,3.7,1017.0,21,15,22,215,4.7,10075,12,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,5,Moderate,47.59707770043714,-122.32756998110455,,,5.9,65.0,91.9
Los Angeles,2023-09-07,24.4,70,Sunny,3.8,1034.4,26.4,20.4,26.4,21,5.8,14097,54,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,1,Poor,34.05323477808197,-118.23512843458138,25.1,,12.3,54.4,54.6
Miami,2023-09-07,31.4,83,Sunny,1.5,1035,34.4,27.4,34.4,123,3.5,9303,30,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,3,Good,25.75891412675554,-80.18922227408538,34.8,,16.7,72.9,47.8
New York,2023-09-07,23.1,69,Sunny,6.2,1028.6,22.1,17.1,28.1,151,6.2,5846,56,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,2,Moderate,40.71008955779519,-74.00797197988558,24.3,,14.2,24.7,60.9
Phoenix,2023-09-07,45,48,Sunny,4.3,1012.9,47,42,47,304,4.3,11250,45,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,1,Poor,33.445876022760274,-112.06680422508883,47.3,,34.4,54.7,39.8
Seattle,2023-09-07,15.6,58,Sunny,4.4,1020.9,17.6,12.6,17.6,67,7.4,15124,27,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Poor,47.61080196560145,-122.32456206033356,,,7.8,39.8,50.0
Los Angeles,2023-09-08,26.4,65,Sunny,3.1,1032.6,27.4,24.4,29.4,26,6.1,6566,1,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,2,Poor,34.04527013902765,-118.24815482210312,28.2,,18.1,59.6,36.0
Miami,2023-09-08,34.4,86,Sunny,2.9,1033.3,31.4,29.4,36.4,247,4.9,12238,23,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,1,Good,25.76624932082238,-80.19990295497648,35.2,,28.4,54.3,62.5
New York,2023-09-08,23.1,61,Sunny,5.4,1015.4,20.1,20.1,27.1,250,9.4,5191,80,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,1,Good,40.716864228186026,-74.00018308930075,28.0,,8.2,53.7,80.9
Phoenix,2023-09-08,45,34,Cloudy,5.9,1014.8,43,43,51,239,10.9,18768,1,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,2,Good,33.45050783057946,-112.07784928761647,47.0,,32.7,73.0,49.0
Seattle,2023-09-08,13.7,69,Sunny,6.4,1024.4,15.7,8.7,16.7,167,11.4,17956,60,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,5,Poor,47.60482017285684,-122.33083856811244,,,-1.2,28.0,78.8
Los Angeles,2023-09-09,35,87,Stormy,3.9,1025.6,37,31,37,118,6.9,10424,33,1.38,0.0,1.38,4.15,0.0,,Stormy,200,11d,3,4,Moderate,34.04396693491416,-118.25214833894141,38.3,,27.4,51.8,76.5
Miami,2023-09-09,35.4,80,Stormy,4.6,1030.2,32.4,30.4,38.4,346,9.6,11293,59,5.86,0.0,5.86,17.59,0.0,,Stormy,200,11d,5,5,Good,25.76122349284467,-80.19688329483195,39.2,,24.6,46.7,36.4
New York,2023-09-09,20.1,76,Sunny,5.6,1029.4,17.1,14.1,25.1,304,6.6,13137,80,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,1,Fair,40.708898121728545,-74.00355781570406,20.6,,9.1,61.9,73.7
Phoenix,2023-09-09,45,33,Sunny,3.7,1015.2,47,39,49,280,8.7,19773,80,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,5,Moderate,33.44220211669682,-112.07097867019492,49.7,,32.8,30.6,37.3
Seattle,2023-09-09,20,67,Rainy,4.9,1010.4,18,17,24,132,8.9,16375,11,2.94,0.0,2.94,8.82,0.0,,Rainy,500,10d,5,1,Moderate,47.604156916212496,-122.33897382445724,,,10.9,23.0,39.0
Los Angeles,2023-09-10,23.4,77,Sunny,1.8,1023.1,26.4,17.4,25.4,75,3.8,19228,63,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,5,Fair,34.06186157408395,-118.23655596760379,26.6,,11.5,53.6,48.5
Miami,2023-09-10,40,71,Sunny,2.6,1030.7,41,37,42,182,6.6,15306,87,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,4,Good,25.770188365787362,-80.19833249005411,41.7,,32.3,54.9,73.0
New York,2023-09-10,18.2,66,Sunny,3.4,1018.9,16.2,15.2,22.2,33,4.4,19403,49,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,3,Moderate,40.71547851388931,-74.00806464718765,,,12.9,31.6,40.9
Phoenix,2023-09-10,42.6,40,Sunny,3.1,1015.8,42.6,37.6,48.6,85,4.1,14022,8,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Poor,33.45412145588174,-112.07284147474859,45.3,,33.5,66.7,77.9
Seattle,2023-09-10,18.7,73,Cloudy,4.4,1024.7,20.7,13.7,20.7,235,8.4,10754,32,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,2,Good,47.60848198201255,-122.32270026630428,,,4.8,46.6,47.1
Los Angeles,2023-09-11,33.4,76,Rainy,1.1,1032.5,30.4,31.4,37.4,228,3.1,12048,54,2.89,0.0,2.89,8.68,0.0,,Rainy,500,10d,1,1,Moderate,34.04930345160618,-118.23859589069092,34.5,,19.3,16.9,31.9
Miami,2023-09-11,40,75,Rainy,2.0,1034.4,40,34,42,340,4.0,16319,16,7.6,0.0,7.6,22.79,0.0,,Rainy,500,10d,5,5,Fair,25.757964816814674,-80.18280350416016,42.3,,28.9,43.0,81.6
New York,2023-09-11,19.2,72,Cloudy,2.8,1016.8,16.2,14.2,23.2,223,5.8,9883,82,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,2,Fair,40.72094617176193,-74.00099084653831,,,12.6,11.8,92.2
Phoenix,2023-09-11,45,41,Sunny,4.8,1017.3,48,41,49,4,4.8,19174,39,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,1,Fair,33.44114552249935,-112.07964191124897,47.7,,33.6,71.1,79.9
Seattle,2023-09-11,14.7,74,Sunny,4.3,1018.3,14.7,8.7,16.7,330,5.3,15839,67,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,2,Fair,47.61093609440408,-122.32685177573312,,,7.2,27.0,55.5
Los Angeles,2023-09-12,29.4,78,Rainy,4.0,1028.9,28.4,23.4,32.4,129,8.0,16443,4,4.2,0.0,4.2,12.59,0.0,,Rainy,500,10d,8,2,Moderate,34.058570845173385,-118.23994962200572,32.3,,22.9,69.8,50.6
Miami,2023-09-12,28.4,73,Cloudy,3.3,1035,31.4,24.4,33.4,71,8.3,15764,21,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,4,Poor,25.755756084091466,-80.18346735399746,31.0,,20.9,56.4,55.8
New York,2023-09-12,21.2,71,Sunny,5.9,1029.6,20.2,17.2,25.2,93,7.9,6223,23,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Good,40.71873608476172,-74.01426960492138,24.4,,13.8,33.7,53.6
Phoenix,2023-09-12,39.6,39,Sunny,6.6,1019.8,38.6,37.6,44.6,215,6.6,17179,13,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,2,Poor,33.44031545442018,-112.08093528655633,40.1,,34.5,38.6,32.9
Seattle,2023-09-12,14.7,71,Sunny,3.4,1019.4,17.7,12.7,20.7,259,5.4,18223,89,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Poor,47.60811234012322,-122.34165228214711,,,5.7,10.2,58.3
Los Angeles,2023-09-13,35,73,Cloudy,4.2,1028.9,36,32,39,332,9.2,5519,53,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,2,Fair,34.05890118306687,-118.23899252454935,39.7,,21.6,62.7,48.9
Miami,2023-09-13,28.4,62,Sunny,1.4,1022.7,28.4,26.4,32.4,68,5.4,13029,11,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,5,Good,25.75309290363234,-80.1869200652685,28.6,,18.0,70.7,42.5
New York,2023-09-13,13.3,69,Cloudy,5.8,1028.1,16.3,7.3,19.3,340,6.8,6351,57,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,2,Poor,40.71751832624564,-74.00553607219491,,,-0.5,51.1,65.0
Phoenix,2023-09-13,38.7,45,Sunny,5.2,1024.7,41.7,36.7,44.7,349,7.2,13560,44,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,5,Fair,33.45352807992448,-112.0738668041242,41.6,,25.2,12.7,47.9
Seattle,2023-09-13,20,74,Cloudy,6.0,1012.0,21,14,26,25,8.0,16749,33,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,2,Moderate,47.605033907908236,-122.33644546061676,,,9.7,70.6,40.3
Los Angeles,2023-09-14,24.4,76,Sunny,3.7,1023.5,26.4,18.4,30.4,4,6.7,19312,15,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,5,Poor,34.04532860264323,-118.2338060235578,26.0,,10.0,55.6,41.3
Miami,2023-09-14,40,80,Sunny,3.8,1027.9,39,34,45,230,6.8,18217,61,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,2,Moderate,25.752785948966032,-80.19867844147136,43.8,,30.7,23.7,78.8
New York,2023-09-14,25,57,Rainy,3.2,1020.8,27,22,31,321,7.2,10212,99,1.64,0.0,1.64,4.93,0.0,,Rainy,500,10d,8,3,Moderate,40.720140596855366,-74.00931690088262,28.1,,14.0,54.3,67.0
Phoenix,2023-09-14,40.7,34,Sunny,4.9,1016.7,37.7,37.7,46.7,213,5.9,19636,18,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,3,Fair,33.43943601494189,-112.0837780727259,43.9,,29.1,43.8,36.0
Seattle,2023-09-14,14.8,67,Rainy,6.2,1027.6,13.8,8.8,17.8,355,9.2,14205,69,2.93,0.0,2.93,8.79,0.0,,Rainy,500,10d,4,2,Poor,47.6034903368185,-122.3419188708993,,,5.1,34.3,87.1
Los Angeles,2023-09-15,26.4,74,Rainy,1.1,1035,24.4,21.4,31.4,221,6.1,12703,95,7.69,0.0,7.69,23.08,0.0,,Rainy,500,10d,3,1,Fair,34.05636155074358,-118.24070397141315,29.8,,20.6,14.1,32.0
